"","PI_DA","n","mean_age","min_age","max_age","sd_age","prop_female","N_Female"
"1",0,41,10.532160971586,7.4113620807666,12.7638603696099,1.73154713798504,0.435897435897436,17
"2",1,56,10.259509142466,6.45311430527036,12.9911019849418,1.80277290224971,0.5,28
