"dimBoot1","dimBoot2","dimBoot3","GROUP","Sex","IDENT_SUBID"
6.40811257287724,0.0486043973892688,-0.66018758486145,"DA","female","PA164_V1"
2.94081513429844,0.180438902438658,0.251483172757881,"IFC","female","PA165_V1"
3.29879208039461,-2.27648306581297,0.767810882331616,"DC","female","PA166_V1"
3.93758945120444,-2.34798741794269,0.565046460441656,"DC","male","PA167_V1"
1.05178354638875,0.0278058687513698,0.178214662478987,"DA","female","PA168_V1"
-1.20645737660577,-0.545543097214254,-0.139419021909353,"DC","female","PA169_V1"
-0.857793449282883,0.530302610481596,0.0898776345546868,"DC","female","PA170_V1"
2.01333036565607,0.918747281328578,-0.185565458542957,"DA","male","PA171_V1"
0.541508683042221,0.530875901693898,-0.011950844549745,"DA","female","PA172_V1"
6.15806005340885,-1.78025532087474,0.985968393614944,"DA","male","PA173_V1"
8.95293375229554,-3.57168628079211,0.169973702830731,"DA","female","PA174_V1"
-0.629036628104226,0.745880014856932,0.0915180355671549,"DA","male","PA175_V1"
-0.370594135749353,1.09921251056804,0.268082407485328,"PI","male","PA176_V1"
5.24521799808821,0.551784008029411,0.342501211933155,"PI","female","PA177_V1"
-0.718459498433001,0.715044438375523,0.299688887093364,"DC","male","PA178_V1"
-1.38411671388614,0.705055249332544,0.0800294298106777,"PI","male","PA179_V1"
-1.49580757994325,0.559019680372534,0.0997873139562166,"PI","female","PA180_V1"
4.50648553337593,1.07076238832885,-0.206838436653266,"DA","male","PA181_V1"
-0.176634693668194,-0.823558878971468,0.0841609836367307,"DC","male","PA182_V1"
-2.21107503863854,-0.888557090742009,-0.257762275994203,"C","male","PA183_V1"
-2.2211304732144,-0.890697218171933,-0.282674626870227,"C","female","PA184_V1"
-1.16735527216136,0.360152756608701,0.00671126420565314,"IFC","male","PA185_V1"
1.99819268973874,1.88495929407805,-0.220916277371211,"DA","female","PA187_V1"
-0.690960478680822,0.800641108827129,-0.00366478800959463,"DA","female","PA188_V1"
-1.78167554819231,-0.189118160719227,-0.127125326554498,"DA","male","PA189_V1"
-1.88622741427704,-0.610142520535142,-0.294715843466411,"DA","male","PA190_V1"
-1.50323447275568,0.560802315843186,0.0986740495678441,"PI","female","PA191_V1"
-0.0896910814578104,1.39669456658602,0.340635332414512,"PI","male","PA192_V1"
-1.28520184052586,0.258546623796141,-0.0087489864314769,"DA","female","PA193_V1"
-0.957165746348825,0.999953264392028,0.201362906599726,"PI","female","PA194_V1"
2.21836409314986,0.981426475581404,0.423321482712309,"PI","female","PA195_V1"
5.86653494086553,0.406424960677489,-1.08709897224922,"DA","male","PA196_V1"
-0.899633100195466,1.13908427189486,0.188030016392062,"PI","male","PA197_V1"
0.656267970664562,-0.885587414794544,-0.13176720607213,"DA","male","PA198_V1"
-1.70161592712558,-0.962144794560919,-0.218053259254475,"DC","female","PA199_V1"
-0.10467780502753,1.78683333467876,0.312157812695196,"PI","male","PA201_V1"
-0.498205625106624,-1.38310232521803,-0.0557266021636864,"C","male","PA202_V1"
-2.22087834168949,-0.924491475395201,-0.291769818805216,"C","male","PA203_V1"
-2.22208460134161,-0.890631587014598,-0.291742654319472,"C","female","PA204_V1"
-2.21914046994138,-0.890899912374113,-0.282375524346727,"C","female","PA205_V1"
-1.32695055425922,-1.39926288708511,0.0535801623008987,"DC","female","PA207_V1"
-1.77139385896463,-0.191988972816275,-0.131861439330767,"DA","female","PA208_V1"
1.08634524268599,1.63485836649267,0.373292101387008,"PI","female","PA209_V1"
0.0957390801951641,0.808561194350604,0.306422912407045,"PI","male","PA210_V1"
1.4099674130811,1.60316436906204,-0.268064411479282,"PI","female","PA211_V1"
2.57827328868617,0.890452434772871,-0.921581514734495,"PI","female","PA212_V1"
-2.22670612245278,-0.885494786686353,-0.27194669795087,"C","male","PA213_V1"
-0.543795324921288,1.53083794467969,0.227714888135576,"PI","female","PA214_V1"
-1.06717679583453,0.822272965751112,0.185183223680059,"PI","female","PA215_V1"
-0.108861520725591,1.81219725813527,0.290096965533111,"PI","female","PA220_V1"
-1.80092207301167,-0.632159636968567,-0.153012479101521,"C","female","PA222_V1"
-2.21652156049824,-0.920735232090874,-0.294038972956413,"C","male","PA223_V1"
-1.28509601937489,0.249033420196302,0.00450856000195878,"DA","male","PA228_V1"
3.00325704878559,0.505562121128854,-0.304277962347508,"DA","female","PA229_V1"
-1.79651475371688,-0.641354830996129,-0.169261499836674,"C","female","PA230_V1"
-2.22362638224181,-0.902465670407727,-0.262089635369316,"C","female","PA233_V1"
-2.21529271268194,-0.865100660607052,-0.291147995035311,"C","male","PA234_V1"
-2.2189510640006,-0.926367384752701,-0.285492590368266,"C","female","PA235_V1"
0.0295086914459851,1.05244278148659,0.591649061965645,"DC","female","PA237_V1"
-1.66388817938579,-0.0831964000331698,-0.125758382489579,"IFC","male","PA238_V1"
-1.66343722052949,-0.076073920877401,-0.122477087899229,"IFC","female","PA239_V1"
-1.0516795030567,-0.70890934710738,-0.353181839547229,"C","female","PA240_V1"
-1.04731120686831,-0.731313618964547,-0.336417933287317,"C","male","PA241_V1"
0.960578240742887,1.21862243119455,0.532665936402408,"DA","female","PA243_V1"
8.2254462495514,-3.08294299226167,0.395149804857807,"DA","male","PA244_V1"
-0.107012483356078,1.75360145662357,0.35194415709518,"PI","female","PA248_V1"
-2.21978668213967,-0.880568925662663,-0.275361908958818,"C","female","PA249_V1"
0.23414589623982,2.03601474555882,0.312005967692377,"PI","male","PA250_V1"
-2.22710001512999,-0.919948221973169,-0.280370160235694,"C","male","PA251_V1"
2.91524678111715,0.402233247038506,1.55640591592137,"DA","female","PA252_V1"
-2.22395429620083,-0.900026382447693,-0.274189351471281,"C","male","PA253_V1"
-1.88468998402059,-0.295652922814648,-0.112505318395925,"DC","male","PA254_V1"
-1.89024892978202,-0.288256834105406,-0.103705991977435,"C","male","PA255_V1"
0.16064655913295,1.20722458935845,0.268652493558436,"PI","male","PA256_V1"
-0.42300627812244,1.63864421868035,0.22837075041571,"PI","male","PA257_V1"
-2.21683747564153,-0.931080416681648,-0.275172271029409,"C","male","PA259_V1"
0.0808901169852883,0.795094130985795,0.328632748426906,"DA","female","PA260_V1"
0.713703497384935,1.43547284540034,0.393269370867957,"PI","female","PA264_V1"
-2.22489334533157,-0.920588004828162,-0.269982395285036,"C","female","PA265_V1"
-1.38984889196593,0.681168984296618,0.0878987279105699,"PI","female","PA266_V1"
-1.21692456901801,-1.33185448970369,0.0571296989823705,"DC","male","PA268_V1"
-0.355559052347306,1.54287394420575,0.303734695768356,"PI","male","PA279_V1"
